,0,1,Batch,Pred_subtype,Original_subtype
TCGA-GM-A2DF-01A-11D-A17Z-05,6.4508424,-2.4866817,Source,Cluster 2,Basal
TCGA-LL-A8F5-01A-11D-A36K-05,6.6125374,-2.5794287,Source,Cluster 2,Basal
TCGA-A1-A0SO-01A-22D-A10P-05,6.735024,-4.3482256,Source,Cluster 4,Basal
TCGA-AC-A6IW-01A-12D-A33F-05,7.950087,-5.1130266,Source,Cluster 4,Basal
TCGA-EW-A1P8-01A-11D-A145-05,7.8988686,-5.258703,Source,Cluster 4,Basal
TCGA-B6-A402-01A-11D-A23D-05,6.925214,-4.980502,Source,Cluster 4,Basal
TCGA-AR-A1AQ-01A-11D-A12R-05,6.835045,-2.237185,Source,Cluster 2,Basal
TCGA-A2-A0T0-01A-22D-A10P-05,8.023218,-5.671642,Source,Cluster 4,Basal
TCGA-BH-A1FC-01A-11D-A13K-05,5.7619815,-2.1397269,Source,Cluster 2,Basal
TCGA-BH-A1F6-01A-11D-A13K-05,6.290055,-2.8046584,Source,Cluster 2,Basal
TCGA-S3-AA0Z-01A-11D-A41Q-05,6.2235875,-2.5319846,Source,Cluster 2,Basal
TCGA-B6-A0RT-01A-21D-A10P-05,5.522363,-1.0862641,Source,Cluster 2,Basal
TCGA-OL-A5S0-01A-11D-A28C-05,7.650659,-4.8796983,Source,Cluster 4,Basal
TCGA-A1-A0SK-01A-12D-A10P-05,6.844854,-4.894549,Source,Cluster 4,Basal
TCGA-D8-A1XQ-01A-11D-A14N-05,7.1897264,-5.320384,Source,Cluster 4,Basal
TCGA-A2-A3XS-01A-11D-A230-05,6.3047004,-2.703694,Source,Cluster 2,Basal
TCGA-AO-A128-01A-11D-A10N-05,6.924468,-2.1626117,Source,Cluster 2,Basal
TCGA-BH-A5IZ-01A-11D-A27Y-05,7.4928308,-4.570896,Source,Cluster 4,Basal
TCGA-AC-A7VC-01A-11D-A357-05,8.351262,-5.7917657,Source,Cluster 4,Basal
TCGA-E2-A14N-01A-31D-A138-05,6.829559,-2.3231149,Source,Cluster 2,Basal
TCGA-A7-A26G-01A-21D-A16A-05,8.608799,-5.262862,Source,Cluster 4,Basal
TCGA-AR-A1AR-01A-31D-A138-05,6.9125695,-1.8745185,Source,Cluster 2,Basal
TCGA-OL-A6VO-01A-12D-A33F-05,7.400506,-4.7742333,Source,Cluster 4,Basal
TCGA-S3-AA15-01A-11D-A41Q-05,6.738258,-1.1282822,Source,Cluster 2,Basal
TCGA-E9-A244-01A-11D-A16A-05,7.1064606,-5.158193,Source,Cluster 4,Basal
TCGA-E9-A1N9-01A-11D-A14H-05,3.5408251,-1.3133271,Source,Cluster 2,Basal
TCGA-AC-A8OQ-01A-11D-A41Q-05,8.567661,-5.4950757,Source,Cluster 4,Basal
TCGA-A2-A3XX-01A-21D-A23D-05,6.937758,-4.363959,Source,Cluster 4,Basal
TCGA-E2-A1LL-01A-11D-A145-05,7.116422,-1.1543825,Source,Cluster 2,Basal
TCGA-E2-A1LI-01A-12D-A161-05,7.343164,-5.3279576,Source,Cluster 4,Basal
TCGA-AQ-A54N-01A-11D-A268-05,6.796943,-4.5842195,Source,Cluster 4,Basal
TCGA-EW-A3U0-01A-11D-A22B-05,8.399384,-5.4378357,Source,Cluster 4,Basal
TCGA-AR-A1AJ-01A-21D-A12R-05,6.9687576,-1.7619656,Source,Cluster 2,Basal
TCGA-E2-A1II-01A-11D-A145-05,8.286072,-4.7571306,Source,Cluster 4,Basal
TCGA-LL-A5YP-01A-21D-A28C-05,7.7137275,-4.9593873,Source,Cluster 4,Basal
TCGA-BH-A0RX-01A-21D-A10P-05,7.21103,-1.4626969,Source,Cluster 2,Basal
TCGA-PL-A8LZ-01A-31D-A36K-05,8.378464,-5.261447,Source,Cluster 4,Basal
TCGA-LL-A6FR-01A-12D-A31V-05,7.740915,-5.6356077,Source,Cluster 4,Basal
TCGA-A1-A0SP-01A-11D-A10P-05,6.828188,-2.1669655,Source,Cluster 2,Basal
TCGA-OL-A5D7-01A-11D-A27Y-05,6.117231,-2.50223,Source,Cluster 2,Basal
TCGA-A2-A1G1-01A-21D-A13K-05,6.8963795,-2.0499668,Source,Cluster 2,Basal
TCGA-E2-A573-01A-11D-A29O-05,8.0484,-5.2250357,Source,Cluster 4,Basal
TCGA-AO-A1KR-01A-12D-A145-05,6.5466533,-2.6136894,Source,Cluster 2,Basal
TCGA-BH-A0B3-01A-11D-A10P-05,7.2744823,-4.5364356,Source,Cluster 4,Basal
TCGA-EW-A6SB-01A-12D-A32T-05,6.9054003,-1.3983692,Source,Cluster 2,Basal
TCGA-B6-A0WX-01A-11D-A10A-05,6.361526,-2.5238338,Source,Cluster 2,Basal
TCGA-AN-A0XU-01A-11D-A10A-05,6.998024,-4.8461423,Source,Cluster 4,Basal
TCGA-E9-A1ND-01A-11D-A145-05,6.917085,-2.1230938,Source,Cluster 2,Basal
TCGA-AC-A2BK-01A-11D-A21R-05,6.8037624,-4.7773256,Source,Cluster 4,Basal
TCGA-AO-A129-01A-21D-A10N-05,7.656942,-4.9037585,Source,Cluster 4,Basal
TCGA-EW-A1P4-01A-21D-A145-05,8.656286,-5.0540967,Source,Cluster 4,Basal
TCGA-AR-A256-01A-11D-A16A-05,7.889283,-5.503661,Source,Cluster 4,Basal
TCGA-E9-A1N8-01A-11D-A145-05,7.009566,-5.220844,Source,Cluster 4,Basal
TCGA-A7-A13D-01A-13D-A12R-05,7.217495,-4.5153127,Source,Cluster 4,Basal
TCGA-LL-A73Y-01A-11D-A33F-05,7.947979,-5.4764004,Source,Cluster 4,Basal
TCGA-A7-A6VY-01A-12D-A33F-05,7.144599,-1.5447714,Source,Cluster 2,Basal
TCGA-A7-A4SD-01A-11D-A268-05,8.420073,-5.863748,Source,Cluster 4,Basal
TCGA-AR-A1AI-01A-11D-A12R-05,8.648528,-5.3879404,Source,Cluster 4,Basal
TCGA-E2-A574-01A-11D-A29O-05,7.1254034,-5.43095,Source,Cluster 4,Basal
TCGA-E9-A243-01A-21D-A16A-05,8.65567,-5.350337,Source,Cluster 4,Basal
TCGA-B6-A1KF-01A-11D-A13K-05,6.8670807,-4.2428474,Source,Cluster 4,Basal
TCGA-AC-A62X-01A-11D-A29O-05,7.06303,-4.2357206,Source,Cluster 4,Basal
TCGA-AR-A24Q-01A-12D-A16A-05,7.0226874,-5.018278,Source,Cluster 4,Basal
TCGA-AR-A2LR-01A-12D-A18O-05,6.694092,-4.443604,Source,Cluster 4,Basal
TCGA-B6-A409-01A-11D-A244-05,7.598047,-4.842944,Source,Cluster 4,Basal
TCGA-A2-A0SX-01A-12D-A10P-05,8.131397,-5.2949686,Source,Cluster 4,Basal
TCGA-GM-A3XL-01A-11D-A230-05,6.6416645,-2.3749595,Source,Cluster 2,Basal
TCGA-A7-A6VW-01A-21D-A33F-05,6.264885,-2.5963724,Source,Cluster 2,Basal
TCGA-E2-A1LS-01A-12D-A161-05,6.2041,-2.623063,Source,Cluster 2,Basal
TCGA-D8-A1JL-01A-11D-A13K-05,8.488132,-5.0264754,Source,Cluster 4,Basal
TCGA-D8-A27F-01A-11D-A16G-05,7.1003375,-5.363403,Source,Cluster 4,Basal
TCGA-AR-A251-01A-12D-A16A-05,7.085587,-5.187153,Source,Cluster 4,Basal
TCGA-D8-A27H-01A-11D-A16G-05,6.857369,-4.593954,Source,Cluster 4,Basal
TCGA-A2-A4S1-01A-21D-A268-05,7.025998,-1.3381233,Source,Cluster 2,Basal
TCGA-B6-A0RE-01A-11D-A10P-05,6.7844267,-4.680991,Source,Cluster 4,Basal
TCGA-B6-A0I1-01A-11D-A21R-05,7.9567213,-5.671992,Source,Cluster 4,Basal
TCGA-AR-A5QQ-01A-11D-A28C-05,6.044603,-0.8318721,Source,Cluster 2,Basal
TCGA-E2-A1B6-01A-31D-A12R-05,7.0102897,-1.3481466,Source,Cluster 2,Basal
TCGA-E2-A1AZ-01A-11D-A12R-05,7.3694787,-4.748843,Source,Cluster 4,Basal
TCGA-BH-A0B9-01A-11D-A10P-05,8.389688,-5.180033,Source,Cluster 4,Basal
TCGA-BH-A0E0-01A-11D-A10P-05,7.3321457,-4.382376,Source,Cluster 4,Basal
TCGA-A2-A3XU-01A-12D-A230-05,8.484512,-4.8851733,Source,Cluster 4,Basal
TCGA-D8-A1JK-01A-11D-A13K-05,8.722228,-5.343982,Source,Cluster 4,Basal
TCGA-B6-A0RU-01A-11D-A10P-05,6.884641,-4.596251,Source,Cluster 4,Basal
TCGA-GI-A2C9-01A-11D-A21R-05,6.817253,-4.638579,Source,Cluster 4,Basal
TCGA-A2-A3XY-01A-11D-A23D-05,7.583342,-4.6550546,Source,Cluster 4,Basal
TCGA-C8-A27B-01A-11D-A16A-05,6.919776,-4.7523046,Source,Cluster 4,Basal
TCGA-AC-A2QJ-01A-12D-A19Z-05,8.7022915,-5.5213623,Source,Cluster 4,Basal
TCGA-A2-A0T2-01A-11D-A10P-05,6.7357736,-4.6525974,Source,Cluster 4,Basal
TCGA-A2-A0ST-01A-12D-A10P-05,6.9891434,-1.3391738,Source,Cluster 2,Basal
TCGA-EW-A1PB-01A-11D-A145-05,6.9654813,-1.7735512,Source,Cluster 2,Basal
TCGA-A7-A5ZV-01A-11D-A28C-05,5.481339,-2.0831242,Source,Cluster 2,Basal
TCGA-A2-A25F-01A-11D-A16A-05,6.339213,-0.8622268,Source,Cluster 2,Basal
TCGA-AR-A0U4-01A-11D-A10A-05,6.900763,-1.3823106,Source,Cluster 2,Basal
TCGA-B6-A3ZX-01A-11D-A23D-05,6.712234,-1.1531351,Source,Cluster 2,Basal
TCGA-HN-A2NL-01A-11D-A18O-05,6.177045,-2.596875,Source,Cluster 2,Basal
TCGA-D8-A27M-01A-11D-A16G-05,8.064761,-5.4820895,Source,Cluster 4,Basal
TCGA-BH-A18V-01A-11D-A12E-05,8.200568,-5.8769746,Source,Cluster 4,Basal
TCGA-AN-A0FX-01A-11D-A032-05,6.208013,-2.6186569,Source,Cluster 2,Basal
TCGA-BH-A0BG-01A-11D-A112-05,7.687278,-5.753173,Source,Cluster 4,Basal
TCGA-A8-A08R-01A-11D-A032-05,6.8976607,-4.4995155,Source,Cluster 4,Basal
TCGA-C8-A131-01A-11D-A112-05,8.663349,-5.0591493,Source,Cluster 4,Basal
TCGA-A2-A04T-01A-21D-A032-05,6.705663,-4.5158052,Source,Cluster 4,Basal
TCGA-AN-A0AT-01A-11D-A032-05,7.118547,-5.4422507,Source,Cluster 4,Basal
TCGA-BH-A18Q-01A-12D-A12E-05,7.1065106,-5.3445415,Source,Cluster 4,Basal
TCGA-C8-A134-01A-11D-A112-05,5.141342,-1.189865,Source,Cluster 2,Basal
TCGA-E2-A14R-01A-11D-A112-05,7.3351684,-5.557676,Source,Cluster 4,Basal
TCGA-D8-A142-01A-11D-A112-05,8.374473,-5.906912,Source,Cluster 4,Basal
TCGA-BH-A18G-01A-11D-A12E-05,5.8954043,-2.4176178,Source,Cluster 2,Basal
TCGA-C8-A12K-01A-21D-A112-05,8.218004,-4.8252835,Source,Cluster 4,Basal
TCGA-A2-A04P-01A-31D-A032-05,7.226646,-5.2825127,Source,Cluster 4,Basal
TCGA-E2-A159-01A-11D-A112-05,6.380681,-1.7081771,Source,Cluster 2,Basal
TCGA-AN-A0FL-01A-11D-A032-05,7.913247,-5.726848,Source,Cluster 4,Basal
TCGA-A2-A0CM-01A-31D-A032-05,6.0491366,-2.5212452,Source,Cluster 2,Basal
TCGA-D8-A147-01A-11D-A112-05,8.39593,-5.9143915,Source,Cluster 4,Basal
TCGA-AO-A0J6-01A-11D-A032-05,6.170569,-1.7648978,Source,Cluster 2,Basal
TCGA-BH-A0E6-01A-11D-A032-05,6.1468973,-1.7861856,Source,Cluster 2,Basal
TCGA-E2-A150-01A-11D-A12E-05,7.7020845,-5.693201,Source,Cluster 4,Basal
TCGA-A7-A0CE-01A-11D-A00Y-05,7.0274944,-4.4152584,Source,Cluster 4,Basal
TCGA-A8-A07O-01A-11D-A00Y-05,8.238081,-5.6978765,Source,Cluster 4,Basal
TCGA-E2-A158-01A-11D-A12E-05,8.528564,-5.796758,Source,Cluster 4,Basal
TCGA-AN-A0AR-01A-11D-A00Y-05,8.321291,-5.9421167,Source,Cluster 4,Basal
TCGA-AR-A0TS-01A-11D-A112-05,7.9803677,-4.5245495,Source,Cluster 4,Basal
TCGA-B6-A0I2-01A-11D-A032-05,8.276698,-5.320597,Source,Cluster 4,Basal
TCGA-AR-A1AH-01A-11D-A12E-05,7.214498,-5.2268653,Source,Cluster 4,Basal
TCGA-B6-A0IQ-01A-11D-A032-05,7.872633,-4.963018,Source,Cluster 4,Basal
TCGA-AN-A0G0-01A-11D-A032-05,8.361575,-5.540049,Source,Cluster 4,Basal
TCGA-AO-A0J4-01A-11D-A032-05,7.055178,-5.366974,Source,Cluster 4,Basal
TCGA-AN-A0FJ-01A-11D-A00Y-05,8.465716,-5.8876014,Source,Cluster 4,Basal
TCGA-B6-A0I6-01A-11D-A032-05,6.8480234,-4.4680524,Source,Cluster 4,Basal
TCGA-AN-A0AL-01A-11D-A00Y-05,8.395345,-5.916117,Source,Cluster 4,Basal
TCGA-D8-A143-01A-11D-A112-05,6.1425743,-1.876355,Source,Cluster 2,Basal
TCGA-C8-A12V-01A-11D-A112-05,8.503785,-4.8567343,Source,Cluster 4,Basal
TCGA-BH-A18T-01A-11D-A12E-05,8.2361,-5.3024144,Source,Cluster 4,Basal
TCGA-A8-A07U-01A-11D-A032-05,8.280708,-4.715338,Source,Cluster 4,Basal
TCGA-AQ-A04J-01A-02D-A032-05,8.190255,-4.6378665,Source,Cluster 4,Basal
TCGA-BH-A0BW-01A-11D-A112-05,8.277199,-5.6172175,Source,Cluster 4,Basal
TCGA-A2-A0D2-01A-21D-A032-05,8.441669,-5.789174,Source,Cluster 4,Basal
TCGA-BH-A0BL-01A-11D-A112-05,8.644867,-5.182674,Source,Cluster 4,Basal
TCGA-E2-A14Y-01A-21D-A12E-05,5.2327294,-1.1145647,Source,Cluster 2,Basal
TCGA-A8-A07R-01A-21D-A032-05,7.477264,-5.517806,Source,Cluster 4,Basal
TCGA-A8-A07C-01A-11D-A032-05,6.81039,-4.536518,Source,Cluster 4,Basal
TCGA-A2-A0D0-01A-11D-A00Y-05,7.125618,-4.368494,Source,Cluster 4,Basal
TCGA-BH-A0DL-01A-11D-A112-05,8.441066,-4.841965,Source,Cluster 4,Basal
TCGA-AO-A12F-01A-11D-A112-05,6.8511662,-4.647333,Source,Cluster 4,Basal
TCGA-AN-A04D-01A-21D-A032-05,7.497243,-4.373708,Source,Cluster 4,Basal
TCGA-A2-A04U-01A-11D-A112-05,7.02077,-4.341786,Source,Cluster 4,Basal
TCGA-A2-A04Q-01A-21D-A032-05,6.375098,-1.5404294,Source,Cluster 2,Basal
TCGA-A7-A0DA-01A-31D-A112-05,6.8505845,-4.401964,Source,Cluster 4,Basal
TCGA-B6-A0IJ-01A-11D-A032-05,7.700674,-4.434367,Source,Cluster 4,Basal
TCGA-BH-A0AV-01A-31D-A112-05,7.4386697,-4.4889865,Source,Cluster 4,Basal
TCGA-E2-A14X-01A-11D-A112-05,7.862459,-4.4494495,Source,Cluster 4,Basal
TCGA-AR-A1AT-01A-11D-A12R-05,-3.3819523,3.247574,Source,Cluster 3,Her2
TCGA-UU-A93S-01A-21D-A41Q-05,6.2329807,-1.6339215,Source,Cluster 2,Her2
TCGA-D8-A1JG-01B-11D-A13K-05,3.7370293,-1.2440766,Source,Cluster 2,Her2
TCGA-D8-A1JA-01A-11D-A13K-05,5.2951894,-0.8968209,Source,Cluster 2,Her2
TCGA-C8-A1HK-01A-21D-A13K-05,5.191528,-0.9128002,Source,Cluster 2,Her2
TCGA-BH-A203-01A-12D-A16A-05,-9.244666,2.6483293,Source,Cluster 1,Her2
TCGA-JL-A3YW-01A-12D-A23D-05,4.0277953,-1.2370592,Source,Cluster 2,Her2
TCGA-GM-A2DH-01A-11D-A17Z-05,4.615293,-1.0906937,Source,Cluster 2,Her2
TCGA-E9-A248-01A-11D-A16A-05,7.1675124,-1.485085,Source,Cluster 2,Her2
TCGA-AR-A254-01A-21D-A16A-05,3.8802276,-1.1932834,Source,Cluster 2,Her2
TCGA-C8-A26X-01A-31D-A16G-05,3.8785703,-1.2549092,Source,Cluster 2,Her2
TCGA-C8-A1HF-01A-11D-A138-05,4.8374357,-1.1848385,Source,Cluster 2,Her2
TCGA-OL-A5RZ-01A-11D-A28C-05,6.5978928,-1.4979486,Source,Cluster 2,Her2
TCGA-EW-A2FR-01A-11D-A21R-05,6.63002,-1.0461595,Source,Cluster 2,Her2
TCGA-C8-A8HP-01A-11D-A36K-05,6.6599264,-1.06821,Source,Cluster 2,Her2
TCGA-AR-A24U-01A-11D-A16A-05,6.0790105,-0.72648257,Source,Cluster 2,Her2
TCGA-A2-A3XZ-01A-42D-A23D-05,5.392831,-0.6809273,Source,Cluster 2,Her2
TCGA-EW-A1OV-01A-11D-A145-05,4.3054976,-0.9609619,Source,Cluster 2,Her2
TCGA-AC-A23H-01A-11D-A161-05,-11.185709,-0.36493656,Source,Cluster 1,Her2
TCGA-C8-A275-01A-21D-A16G-05,3.4833379,-1.2736145,Source,Cluster 2,Her2
TCGA-E2-A1LB-01A-11D-A145-05,3.642423,-1.2760028,Source,Cluster 2,Her2
TCGA-AO-A0JE-01A-11D-A10P-05,3.7655597,-1.2418673,Source,Cluster 2,Her2
TCGA-EW-A6SD-01A-12D-A33F-05,6.9706936,-0.99208754,Source,Cluster 2,Her2
TCGA-E9-A1RH-01A-21D-A16A-05,6.909497,-1.4916939,Source,Cluster 2,Her2
TCGA-A2-A3XV-01A-21D-A23D-05,-9.200525,2.6637847,Source,Cluster 1,Her2
TCGA-B6-A0RS-01A-11D-A10P-05,6.995042,-1.7131945,Source,Cluster 2,Her2
TCGA-BH-A1EV-01A-11D-A138-05,4.7255373,-1.1631199,Source,Cluster 2,Her2
TCGA-3C-AALI-01A-11D-A41Q-05,3.7691019,-1.1953126,Source,Cluster 2,Her2
TCGA-AC-A3W5-01A-11D-A22B-05,3.9284084,-1.0864666,Source,Cluster 2,Her2
TCGA-LL-A5YO-01A-21D-A28C-05,6.1343193,-0.92038906,Source,Cluster 2,Her2
TCGA-E2-A1B0-01A-11D-A12R-05,7.0235524,-1.2107706,Source,Cluster 2,Her2
TCGA-A2-A0T1-01A-21D-A10P-05,6.313559,-0.85277456,Source,Cluster 2,Her2
TCGA-D8-A1XJ-01A-11D-A14N-05,-9.2989235,2.5725052,Source,Cluster 1,Her2
TCGA-C8-A26Y-01A-11D-A16G-05,6.149423,-1.6059206,Source,Cluster 2,Her2
TCGA-OL-A66P-01A-11D-A31V-05,4.831873,-0.96010274,Source,Cluster 2,Her2
TCGA-AC-A5EH-01A-11D-A28C-05,4.085652,-1.1658155,Source,Cluster 2,Her2
TCGA-B6-A0IK-01A-12D-A10P-05,3.5043902,-1.3166059,Source,Cluster 2,Her2
TCGA-BH-A0AW-01A-11D-A10P-05,3.8855803,-1.2698103,Source,Cluster 2,Her2
TCGA-GM-A2DB-01A-31D-A18O-05,5.6300426,-0.88040406,Source,Cluster 2,Her2
TCGA-C8-A278-01A-11D-A16A-05,3.8932927,-1.1870286,Source,Cluster 2,Her2
TCGA-D8-A1XT-01A-11D-A14N-05,4.996285,-1.0111184,Source,Cluster 2,Her2
TCGA-AR-A0TX-01A-11D-A10P-05,4.9399633,-0.8947499,Source,Cluster 2,Her2
TCGA-E2-A1LE-01A-12D-A19Z-05,3.528291,-1.2698112,Source,Cluster 2,Her2
TCGA-A7-A4SF-01A-11D-A268-05,8.274273,2.8572867,Source,Cluster 5,Her2
TCGA-D8-A1JF-01A-11D-A13K-05,4.5089273,-1.0977583,Source,Cluster 2,Her2
TCGA-BH-A1EN-01A-11D-A13K-05,-9.410549,2.313786,Source,Cluster 1,Her2
TCGA-A2-A04X-01A-21D-A032-05,4.6967945,-1.2208927,Source,Cluster 2,Her2
TCGA-AO-A0J2-01A-11D-A032-05,6.318609,-1.6492059,Source,Cluster 2,Her2
TCGA-A8-A08B-01A-11D-A00Y-05,4.442067,-0.9757344,Source,Cluster 2,Her2
TCGA-B6-A0I9-01A-11D-A032-05,4.8745914,-1.2635552,Source,Cluster 2,Her2
TCGA-A8-A08X-01A-21D-A00Y-05,5.816054,-1.7512687,Source,Cluster 2,Her2
TCGA-C8-A138-01A-11D-A112-05,8.648593,-5.4893126,Source,Cluster 4,Her2
TCGA-E2-A14P-01A-31D-A12E-05,6.446146,-1.4601837,Source,Cluster 2,Her2
TCGA-BH-A18R-01A-11D-A12E-05,4.8305144,-1.1296898,Source,Cluster 2,Her2
TCGA-BH-A0EE-01A-11D-A032-05,6.250984,-1.6121073,Source,Cluster 2,Her2
TCGA-C8-A12Z-01A-11D-A112-05,-2.748883,3.643826,Source,Cluster 3,Her2
TCGA-C8-A12L-01A-11D-A112-05,5.4096365,-1.5656534,Source,Cluster 2,Her2
TCGA-A8-A0A7-01A-11D-A00Y-05,6.4664125,-0.7697392,Source,Cluster 2,Her2
TCGA-A8-A094-01A-11D-A00Y-05,6.522425,-1.6081313,Source,Cluster 2,Her2
TCGA-E2-A152-01A-11D-A12E-05,6.2170777,-1.6280366,Source,Cluster 2,Her2
TCGA-A8-A08L-01A-11D-A00Y-05,4.1102533,-0.8882025,Source,Cluster 2,Her2
TCGA-A8-A08J-01A-11D-A00Y-05,4.993941,-0.8864085,Source,Cluster 2,Her2
TCGA-BH-A0B7-01A-12D-A112-05,8.278824,2.480722,Source,Cluster 5,Her2
TCGA-C8-A12P-01A-11D-A112-05,6.451185,-1.5785819,Source,Cluster 2,Her2
TCGA-B6-A0RH-01A-21D-A112-05,3.8858125,-1.200357,Source,Cluster 2,Her2
TCGA-A2-A04W-01A-31D-A112-05,6.462905,-1.5391535,Source,Cluster 2,Her2
TCGA-A8-A07I-01A-11D-A00Y-05,-9.3803005,1.6038895,Source,Cluster 1,Her2
TCGA-C8-A135-01A-11D-A112-05,6.365234,-1.061219,Source,Cluster 2,Her2
TCGA-C8-A12T-01A-11D-A112-05,-3.5345592,3.9431071,Source,Cluster 3,Her2
TCGA-C8-A12Q-01A-11D-A112-05,8.405419,2.6174765,Source,Cluster 5,Her2
TCGA-AN-A04C-01A-21D-A032-05,4.0082946,-1.105441,Source,Cluster 2,Her2
TCGA-AN-A0FV-01A-11D-A00Y-05,7.9946666,2.3434894,Source,Cluster 5,Her2
TCGA-A2-A0D1-01A-11D-A032-05,3.6628911,-1.3496456,Source,Cluster 2,Her2
TCGA-BH-A18P-01A-11D-A12E-05,-3.7266488,4.008358,Source,Cluster 3,Her2
TCGA-A8-A09G-01A-21D-A00Y-05,5.76093,-0.7767562,Source,Cluster 2,Her2
TCGA-C8-A137-01A-11D-A112-05,-9.611461,1.7275255,Source,Cluster 1,Her2
TCGA-A2-A0EQ-01A-11D-A032-05,4.6926403,-1.1808707,Source,Cluster 2,Her2
TCGA-A8-A09X-01A-11D-A00Y-05,3.927044,-1.3121043,Source,Cluster 2,Her2
TCGA-E2-A14V-01A-11D-A12E-05,6.3750734,3.8929586,Source,Cluster 5,Her2
TCGA-AO-A12D-01A-11D-A112-05,6.362298,-1.5440893,Source,Cluster 2,Her2
TCGA-D8-A13Z-01A-11D-A112-05,5.691928,-1.907646,Source,Cluster 2,Her2
GSM1712367,-1.1176692,3.749198,GSE69914,Cluster 3,
GSM1712370,6.4196806,3.53032,GSE69914,Cluster 5,
GSM1712371,-8.43904,1.4089475,GSE69914,Cluster 1,
GSM1712373,4.135133,-0.6524854,GSE69914,Cluster 2,
GSM1712374,-3.291844,2.9983888,GSE69914,Cluster 3,
GSM1712375,3.3090153,-1.1705086,GSE69914,Cluster 2,
GSM1712376,-5.2473917,4.1422763,GSE69914,Cluster 3,
GSM1712377,-3.1122515,4.0662584,GSE69914,Cluster 3,
GSM1712379,-1.5478805,4.1966586,GSE69914,Cluster 3,
GSM1712380,7.362946,4.153579,GSE69914,Cluster 5,
GSM1712381,4.757793,-1.217287,GSE69914,Cluster 2,
GSM1712382,-10.649008,0.11442258,GSE69914,Cluster 1,
GSM1712384,-1.0286481,4.32538,GSE69914,Cluster 3,
GSM1712386,5.057419,3.950291,GSE69914,Cluster 5,
GSM1712387,7.613727,2.4351118,GSE69914,Cluster 5,
GSM1712388,7.398141,3.2502747,GSE69914,Cluster 5,
GSM1712389,6.411509,3.9541926,GSE69914,Cluster 5,
GSM1712391,6.1078095,1.8588697,GSE69914,Cluster 5,
GSM1712393,-2.0568945,4.369112,GSE69914,Cluster 3,
GSM1712394,4.3794374,-0.7895407,GSE69914,Cluster 2,
GSM1712395,3.182681,3.7269838,GSE69914,Cluster 5,
GSM1712396,7.2838926,-1.1751771,GSE69914,Cluster 2,
GSM1712397,5.3622622,3.701206,GSE69914,Cluster 5,
GSM1712399,6.65687,4.493792,GSE69914,Cluster 5,
GSM1712400,5.318149,3.530226,GSE69914,Cluster 5,
GSM1712401,5.164679,4.506141,GSE69914,Cluster 5,
GSM1712402,4.7292085,-0.93829596,GSE69914,Cluster 2,
GSM1712403,7.4759,-1.438979,GSE69914,Cluster 2,
GSM1712404,6.365993,-1.2875061,GSE69914,Cluster 2,
GSM1712406,-1.2380762,4.065562,GSE69914,Cluster 3,
GSM1712407,-1.8901473,5.1771364,GSE69914,Cluster 3,
GSM1712408,6.7035613,-4.339503,GSE69914,Cluster 4,
GSM1712409,1.3465194,4.363869,GSE69914,Cluster 3,
GSM1712410,7.159578,4.4599295,GSE69914,Cluster 5,
GSM1712413,7.134531,4.436129,GSE69914,Cluster 5,
GSM1712414,3.4123418,3.556339,GSE69914,Cluster 5,
GSM1712415,1.1196916,3.2201905,GSE69914,Cluster 3,
GSM1712416,-11.102612,-0.28809914,GSE69914,Cluster 1,
GSM1712417,-8.825246,2.63419,GSE69914,Cluster 1,
GSM1712418,2.242498,4.52258,GSE69914,Cluster 3,
GSM1712421,-10.02478,0.7564418,GSE69914,Cluster 1,
GSM1712422,-2.2243927,4.879295,GSE69914,Cluster 3,
GSM1712424,7.221008,2.9456844,GSE69914,Cluster 5,
GSM1712425,-1.1230965,3.8955138,GSE69914,Cluster 3,
GSM1712426,1.3799586,4.5339437,GSE69914,Cluster 3,
GSM1712428,3.3889537,3.9190736,GSE69914,Cluster 5,
GSM1712429,6.9073014,-0.6922106,GSE69914,Cluster 2,
GSM1712430,7.959353,1.9748514,GSE69914,Cluster 5,
GSM1712431,-2.0033178,5.0251956,GSE69914,Cluster 3,
GSM1712432,-3.0782495,3.0274327,GSE69914,Cluster 3,
GSM1712433,-1.2319369,4.01403,GSE69914,Cluster 3,
GSM1712434,0.48634288,4.4340305,GSE69914,Cluster 3,
GSM1712437,8.129976,-4.7719226,GSE69914,Cluster 4,
GSM1712438,-3.0304759,4.320167,GSE69914,Cluster 3,
GSM1712441,6.8377,-4.775329,GSE69914,Cluster 4,
GSM1712443,-2.651161,3.1055813,GSE69914,Cluster 3,
GSM1712444,-3.4883833,4.9831586,GSE69914,Cluster 3,
GSM1712445,0.7979546,4.0314364,GSE69914,Cluster 3,
GSM1712446,-8.483598,1.3518759,GSE69914,Cluster 1,
GSM1712447,6.477034,-1.4500421,GSE69914,Cluster 2,
GSM1712448,-1.0738165,4.295665,GSE69914,Cluster 3,
GSM1712451,-3.5725305,4.8809547,GSE69914,Cluster 3,
GSM1712452,8.28067,-5.547076,GSE69914,Cluster 4,
GSM1712453,6.1431756,2.0271528,GSE69914,Cluster 5,
GSM1712454,-3.4464858,3.1766725,GSE69914,Cluster 3,
GSM1712455,5.570651,-0.40742448,GSE69914,Cluster 2,
GSM1712456,6.924496,-2.1704824,GSE69914,Cluster 2,
